code,start,end,label
157B025030087,2025-06-30 00:00:00,2025-06-30 02:00:00,anomaly
157B025030087,2025-06-30 04:00:00,2025-06-30 04:00:00,anomaly
157B025030087,2025-07-01 03:00:00,2025-07-01 03:00:00,anomaly
157B025030087,2025-07-02 04:00:00,2025-07-02 04:00:00,anomaly
157B025030087,2025-07-03 22:00:00,2025-07-03 22:00:00,anomaly
157B025030087,2025-07-05 01:00:00,2025-07-05 01:00:00,anomaly
157B025030087,2025-07-05 23:00:00,2025-07-06 00:00:00,anomaly
157B025030087,2025-07-07 01:00:00,2025-07-07 01:00:00,anomaly
157B025030087,2025-07-08 03:00:00,2025-07-08 05:00:00,anomaly
157B025030087,2025-07-11 00:00:00,2025-07-11 02:00:00,anomaly
157B025030087,2025-07-13 22:00:00,2025-07-13 22:00:00,anomaly
157B025030087,2025-07-14 04:00:00,2025-07-14 04:00:00,anomaly
157B025030087,2025-07-18 23:00:00,2025-07-19 00:00:00,anomaly
157B025030087,2025-06-29 13:00:00,2025-06-29 19:00:00,drain
157B025030087,2025-07-11 15:00:00,2025-07-11 20:00:00,drain
157B025030087,2025-07-19 11:00:00,2025-07-19 16:00:00,drain
157B025030087,2025-06-17 08:00:00,2025-06-17 12:00:00,drain
157B025030087,2025-06-29 10:00:00,2025-06-29 15:00:00,drain
157B025030087,2025-06-29 12:00:00,2025-06-29 16:00:00,drain
157B025030087,2025-06-29 13:00:00,2025-06-29 17:00:00,drain
157B025030087,2025-06-29 14:00:00,2025-06-29 18:00:00,drain
157B025030087,2025-06-29 15:00:00,2025-06-29 19:00:00,drain
157B025030087,2025-07-03 17:00:00,2025-07-03 21:00:00,drain
157B025030087,2025-07-04 05:00:00,2025-07-04 09:00:00,drain
157B025030087,2025-07-05 13:00:00,2025-07-05 17:00:00,drain
157B025030087,2025-07-05 18:00:00,2025-07-05 22:00:00,drain
157B025030087,2025-07-06 18:00:00,2025-07-06 22:00:00,drain
157B025030087,2025-07-06 19:00:00,2025-07-06 23:00:00,drain
157B025030087,2025-07-06 20:00:00,2025-07-07 00:00:00,drain
157B025030087,2025-07-06 21:00:00,2025-07-07 01:00:00,drain
157B025030087,2025-07-11 14:00:00,2025-07-11 18:00:00,drain
157B025030087,2025-07-11 15:00:00,2025-07-11 19:00:00,drain
157B025030087,2025-07-11 16:00:00,2025-07-11 20:00:00,drain
157B025030087,2025-07-11 23:00:00,2025-07-12 04:00:00,drain
157B025030087,2025-07-14 10:00:00,2025-07-14 14:00:00,drain
157B025030087,2025-07-14 11:00:00,2025-07-14 15:00:00,drain
157B025030087,2025-07-14 12:00:00,2025-07-14 16:00:00,drain
157B025030087,2025-07-14 13:00:00,2025-07-14 17:00:00,drain
157B025030087,2025-07-14 14:00:00,2025-07-14 18:00:00,drain
157B025030087,2025-07-19 07:00:00,2025-07-19 11:00:00,drain
157B025030087,2025-07-19 08:00:00,2025-07-19 12:00:00,drain
157B025030087,2025-07-19 09:00:00,2025-07-19 13:00:00,drain
157B025030087,2025-07-19 10:00:00,2025-07-19 14:00:00,drain
157B025030087,2025-07-19 11:00:00,2025-07-19 15:00:00,drain
157B025030091,2025-06-16 23:00:00,2025-06-17 00:00:00,anomaly
157B025030091,2025-06-25 00:00:00,2025-06-25 00:00:00,anomaly
157B025030091,2025-06-28 03:00:00,2025-06-28 04:00:00,anomaly
157B025030091,2025-06-30 03:00:00,2025-06-30 04:00:00,anomaly
157B025030091,2025-06-30 23:00:00,2025-06-30 23:00:00,anomaly
157B025030091,2025-07-05 22:00:00,2025-07-05 23:00:00,anomaly
157B025030091,2025-07-10 22:00:00,2025-07-11 00:00:00,anomaly
157B025030091,2025-07-13 23:00:00,2025-07-13 23:00:00,anomaly
157B025030091,2025-07-18 22:00:00,2025-07-18 23:00:00,anomaly
157B025030091,2025-06-30 10:00:00,2025-06-30 14:00:00,drain
157B025030093,2025-06-16 05:00:00,2025-06-16 05:00:00,anomaly
157B025030093,2025-06-17 00:00:00,2025-06-17 00:00:00,anomaly
157B025030093,2025-06-27 03:00:00,2025-06-27 03:00:00,anomaly
157B025030093,2025-06-27 05:00:00,2025-06-27 05:00:00,anomaly
157B025030093,2025-06-28 02:00:00,2025-06-28 02:00:00,anomaly
157B025030093,2025-07-05 02:00:00,2025-07-05 02:00:00,anomaly
157B025030093,2025-07-08 04:00:00,2025-07-08 04:00:00,anomaly
157B025030093,2025-07-10 23:00:00,2025-07-10 23:00:00,anomaly
157B025030093,2025-07-15 04:00:00,2025-07-15 04:00:00,anomaly
157B025030093,2025-07-11 08:00:00,2025-07-11 12:00:00,drain
